"","mean.beak.size.pc1","mean.Tarsus.Length","mean.Wing.Length","mean.Hand.Wing.Index","mean.Tail.Length","mean.Mass","mean.Habitat.Density","mean.Migration","mean.Brain.Mass..g.","mean.clutch.size","mean.Maximum.longevity","mean.GenLength","mean.Range.Size","mean.Annualtemp","mean.AnnualPrecipitation","mean.Abundance.estimate.1.1.matched","mode.Habitat","mode.Trophic.Level","mode.Primary.Lifestyle","mean.Latitude.span","mean.Centroid.Latitude","mean.Centroid.Longitude","mean.devmode"
"Oreoicidae",3.01062088604774,3.40784192438082,4.44029554279786,2.68784749378469,4.25134831103177,3.70130197411249,0,0,0.478095799143072,0.693147180559945,2.25152467485714,1.28821901295893,11.922944720522,17.37328729,8.03888902220763,12.9878463563505,"Forest","Carnivore","Insessorial",2.26384426467762,1.63315443905142,141.61,-2.568692182
"Falcunculidae",2.98061863574394,3.03974915897077,4.49758497530815,3.04927304048202,4.35799005684564,3.32862668882732,0,0,0.250478523454237,0.955511445027436,2.62412079722337,1.07911353963625,13.7985518484975,15.91551002,6.54870611624374,14.1267519762241,"Woodland","Carnivore","Insessorial",3.10995341764401,3.49225611260912,146.56,-2.568692182
"Pachycephalidae",2.84490938381941,2.98568193770049,4.40182926197006,2.72785282839839,4.12713438504509,3.10458667846607,0,0,0.327539121321693,0.8754687373539,2.16484485330011,1.29180503272485,12.1718036125484,25.27033633,7.89353091370263,12.2586935582424,"Forest","Carnivore","Insessorial",2.62756295018952,2.43886271128659,123.47,-2.317370637
"Oriolidae",3.3499040872746,3.11351530921037,5.02124547320827,3.65065824129374,4.41763506214125,4.36944785246702,0,1.09861228866811,0.405465108108164,1.25276296849537,2.69462718077007,1.16923964516748,16.2282392720077,16.13120848,6.43595399011412,16.6496545864464,"Woodland","Omnivore","Insessorial",3.68987895444702,3.91521789632467,43.01,-1.676494561
"Paramythiidae",2.45958884180371,2.91235066461494,4.24849524204936,2.97552956623647,3.84801767545223,2.98061863574394,0,0,-0.350295336974693,0,2.22655627515073,1.01895332613277,11.0403627239896,18.22187569,8.0579705739721,12.4778044358664,"Forest","Herbivore","Insessorial",2.24918431626693,1.56024766824333,140.66,-1.676494561
"Vireonidae",2.46809953147162,2.99071973173045,4.08260930600368,2.84490938381941,3.72328088083127,2.58776403522771,0,0,0.0849953461644503,1.50407739677627,1.97405576209177,0.718401665026844,13.6423965453347,18.36715677,7.45946187728903,12.5617696114042,"Forest","Carnivore","Insessorial",3.29286950477653,3.16209381076922,97.68,-2.524622143
"Cnemophilidae",3.19458313229916,3.64805745959368,4.60316818331742,1.54756250871601,4.33729074083249,4.43081679884331,0,0,0.800834985976863,0,2.59174744504118,1.49932291054241,11.8378744922704,17.25705069,8.06463869778433,11.6665903125144,"Forest","Herbivore","Insessorial",1.95160817016995,1.68268837417369,141.82,-2.152371229
"Melanocharitidae",2.51769647261099,3.08648663682246,4.15888308335967,2.71469474382088,4.27944004589878,2.68784749378469,0,0,-0.62548853208613,0.154150680112973,2.17130470028147,0.95794327726353,11.9080938095577,17.37033109,8.05303618387989,12.2295059289129,"Forest","Omnivore","Insessorial",2.26799364822443,1.61740608208328,141.37,-2.152371229
"Callaeidae",3.48124008933569,4.19720194766181,5.06259503302697,2.42480272571829,5.10291057020543,5.41787660160568,0,0,0.0879133262508514,0.916290731874155,3.2188758248682,1.51185817651456,8.39082692499936,12.58776035,7.47935408350561,8.7157161275482,"Forest","Herbivore","Insessorial",1.7561322915849,3.639163861868,175.61,-1.96703708289798
"Notiomystidae",3.00071981506503,3.3178157727231,4.64727136200673,3.22684399451738,4.35670882668959,4.5368913452348,0,0,-0.0737833091440964,1.38629436111989,2.58167175400964,1.18432014580588,4.61343593040512,13.7,7.42204157411136,2.484906649788,"Forest","Omnivore","Insessorial",1.63899671467564,3.66842161221154,175,-2.152371229
"Petroicidae",2.80336038090653,3.56953269648137,4.52070102936164,2.61006979274201,4.61214579972452,3.49650756146648,0.693147180559945,0,-0.0159261505502593,0,2.33318540801262,1.31687555152347,13.7287119110733,17.19414985,5.89466496491938,12.3710106467132,"Shrubland","Carnivore","Generalist",2.4706386779903,3.48461898980123,130.32,-2.42099639
"Eupetidae",3.18635263316264,3.53805656437935,4.46935046284556,2.46809953147162,4.51852237926242,4.00733318523247,1.09861228866811,0,1.28785428830664,0.693147180559945,2.41873844054096,1.34507717211433,13.3445894519654,25.38744268,7.70994109546465,11.0952030419664,"Rock","Carnivore","Terrestrial",2.29690230982502,1.1589754384998,37.72333333,-2.359622735
"Remizidae",2.15176220325946,2.59525470695687,3.90801498403061,2.70136121295141,3.54961738678043,1.88706964903238,1.09861228866811,0,-0.785613408232539,1.54756250871601,1.84651982485678,0.546026070891624,14.350361357976,18.96433966,5.94199661205375,12.9980782488828,"Shrubland","Omnivore","Insessorial",3.11927645964545,3.23867845216438,21.4,-1.945119722
"Paridae",3.21486780347066,3.34638914516716,4.48413185761104,2.72129542785223,4.14788532915013,3.8155121050473,1.09861228866811,0.693147180559945,-0.187315884914023,1.6094379124341,2.22299878906914,0.958508757057991,14.6555584090034,-2.306059439,5.73205022734696,15.4718694601778,"Rock","Carnivore","Terrestrial",2.50715725872282,3.51571583510475,91.83,-1.945119722
"Alaudidae",2.45958884180371,2.91235066461494,4.46129981556839,3.34638914516716,4.14946386144318,3.18221184049661,1.09861228866811,0.693147180559945,-0.068578671565298,1.25276296849537,1.6094379124341,0.720399727866005,16.2502745020608,9.520300413,5.62806015506765,14.4569469885932,"Grassland","Omnivore","Terrestrial",3.45315712059287,3.72882106120688,79.77,-1.83531841715252
"Panuridae",2.21920348405499,2.9704144655697,4.0943445622221,3.09557760852371,4.41158543691543,2.62466859216316,1.09861228866811,0.693147180559945,-0.558616287602339,1.77495235091167,1.97365137526312,0.761981311248243,16.2741672800092,5.007144696,5.67993085044428,15.6119074244913,"Wetland","Omnivore","Insessorial",3.47908392031923,3.80621794653117,78.52,-1.036376151
"Nicatoridae",3.06805293513362,3.35340671782581,4.60517018598809,2.54944517092557,4.58700621536042,3.8308129500026,0,0,0.282227221768817,0.262364264467491,2.31367178091918,1.37325113107383,15.1941733198688,24.70543517,7.43340891951437,14.3246092915133,"Forest","Carnivore","Insessorial",3.18635263316264,-0.0304592074847086,14.5,-1.036376151
"Macrosphenidae",2.45100509811232,2.79116510781272,3.83729945923221,2.07944154167984,2.77881927199042,2.12823170584927,0.693147180559945,0,-0.118687051414132,0.693147180559945,1.93072302848746,1.01578302824348,15.1341511987482,24.74336133,7.42712474833078,14.1317698831343,"Forest","Carnivore","Insessorial",3.3243163373262,-0.261364764134408,14.91,-2.095909368
"Cisticolidae",2.4932054526027,2.87356463957978,3.88977739648083,2.60268968544438,3.69635146895264,1.91692261218206,1.09861228866811,1.09861228866811,-0.709073331110205,1.33500106673234,1.95453980976332,0.771203992878746,16.7562145047841,21.5712888,7.01859464976506,16.9347334147591,"Grassland","Carnivore","Generalist",4.45353301132513,2.37304355664261,63.11,-2.628247897
"Acrocephalidae",2.86220088092947,3.02529107579554,4.3554259528767,3.42751468997953,4.00003388275086,2.58021682959233,0,1.09861228866811,-0.719655440440741,1.52605630349505,2.3823200610129,0.874330206556946,15.6609562085077,17.92602404,6.50975813567966,15.5737926958673,"Woodland","Carnivore","Insessorial",3.48553853009591,4.00021701616406,35.37,-2.213744884
"Locustellidae",2.78501124223834,3.19458313229916,4.24132675257075,3.38777436133001,4.06388535473739,2.91777073208428,1.09861228866811,1.09861228866811,-0.197695126860622,1.70474809223843,2.03487481614306,0.665749883217647,13.6377648041974,3.264724891,6.92677034132848,14.5376756177943,"Shrubland","Carnivore","Generalist",2.96836107675786,4.01620282433781,146.31,-1.996932599
"Bernieridae",2.82137888640921,3.07269331469012,4.17438726989564,2.05412373369555,4.2017030805426,3.14845336057165,0,0,-0.179629870122859,0.693147180559945,2.0985804714491,1.03028187485047,12.0595355586083,21.27287658,7.54113601604153,12.6700927843474,"Forest","Carnivore","Terrestrial",2.54788144894939,2.92208573338569,48.44,-1.996932599
"Donacobiidae",3.26193531432865,3.45631668088323,4.39568296112137,2.26176309847379,4.59005654817804,3.60549784517489,1.09861228866811,0,0.17512908621245,0.8754687373539,2.21868422948306,1.1915256231808,15.9696692547796,24.93561497,7.56117807960998,15.3038864397088,"Wetland","Carnivore","Insessorial",3.71819550844799,1.71918877639322,-60.43,-1.996932599
"Hirundinidae",2.51769647261099,2.45958884180371,4.7518645651389,3.96271611974366,4.254193263164,2.88480071284671,1.09861228866811,1.09861228866811,-0.562469856918329,1.50407739677627,2.77258872223978,1.14171972557421,17.7609887272786,10.86059321,6.75745247328273,20.7966296788753,"Human Modified","Carnivore","Aerial",4.68822374112338,3.86199207182258,34.57,-2.152371229
"Phylloscopidae",2.54944517092557,2.96010509591084,4.18813844150846,3.25424296870549,3.95699637107088,2.16332302566054,0,1.09861228866811,-1.04982212449868,1.80828877117927,2.46385324059017,0.927444678289434,16.5779998528678,10.10180113,6.23649313560492,17.6569616458682,"Forest","Carnivore","Insessorial",3.43881424523346,4.1031391099036,74.92,-2.048745476
"Scotocercidae",2.56494935746154,3.00071981506503,4.11903717481247,2.59525470695687,3.75887182593397,2.57261223020711,0,0,-0.385345712906057,0,2.07308954904672,1.11638456567452,15.2373126032383,24.61243517,7.44497744000473,15.2045793168809,"Forest","Carnivore","Insessorial",3.25269737334371,0.60431596685333,13.35,-1.996932599
"Aegithalidae",2.02814824729229,2.76631910922619,4.14472076954717,3.09104245335832,4.47506150064107,2.15176220325946,0.693147180559945,0,-0.798507696217772,2.29253475714054,2.37954613413017,0.872549806834813,16.7195277470574,1.810336575,6.37756784067775,16.7541394279299,"Forest","Carnivore","Insessorial",3.63968920992316,3.96043214463583,72.38,-2.524622143
"Pycnonotidae",2.86220088092947,3.02042488614436,4.4636066216663,2.65324196460721,4.47847253294213,3.38439026334577,0.693147180559945,0,-0.0372035489975441,1.09861228866811,2.46602315186298,0.96192499074232,15.4612890534174,23.55825409,7.35475347144624,17.1433549695664,"Shrubland","Herbivore","Insessorial",3.34533224882076,3.00716665117965,93.52,-2.317370637
"Sylviidae",2.21920348405499,2.9704144655697,3.91999117507732,2.63188884013665,4.0842942263686,2.3887627892351,0.693147180559945,0,-0.25618340539241,1.25276296849537,2.08590990228166,0.739647596207305,15.2850218880708,11.5915246,6.87728571154686,16.3058885459793,"Shrubland","Herbivore","Insessorial",3.21607189753547,3.51601305609074,114.57,-2.02811412536922
"Zosteropidae",2.54160199346455,2.79728133483015,4.07753744390572,3.23080439573347,3.74242022104197,2.54160199346455,0.693147180559945,0,-0.719655440440741,1.06471073699243,2.92639687751935,1.26036379318732,14.8091730466193,16.92374571,6.66658359620983,16.7712041759413,"Shrubland","Omnivore","Insessorial",3.71039629757619,3.45093947355697,144.58,-1.841493969
"Pellorneidae",2.76000994003292,3.23867845216438,4.28634138453947,1.80828877117927,4.06044301054642,3.42751468997953,0,0,0.209320450960729,0.693147180559945,2.16550650874609,1.20888955765991,13.7925292592407,24.67754273,7.58705293661523,11.8055503018112,"Forest","Carnivore","Terrestrial",2.71403227277976,1.17248213723457,5.77,-1.841493969
"Leiothrichidae",2.61739583283408,3.16547504814109,4.22244456484942,2.54944517092557,4.08092154188996,3.06339092202781,0,0,-0.0480144651017598,1.25276296849537,2.70805020110221,1.47998172008976,14.8751334635202,15.58630917,7.17952922017874,15.5737265148612,"Shrubland","Carnivore","Insessorial",2.88256357544835,3.35863776724336,107.8,-1.841493969
"Bombycillidae",2.7408400239252,3.03013370027132,4.75531284441781,3.63230910262554,4.18661983833127,3.9963641538619,0,1.09861228866811,0.183787148955565,1.6094379124341,2.60268968544438,1.03397365869759,16.3643418686412,-0.0939114,6.23230904599083,16.6658425384767,"Forest","Herbivore","Insessorial",3.13375357145137,4.11512710140463,25.88,-2.213744884
"Ptiliogonatidae",2.59525470695687,3.03974915897077,4.52828914165213,2.82731362192903,4.52936847257181,3.09557760852371,0.693147180559945,0,-0.200355189683779,0.916290731874155,2.320249222588,0.855262259195938,14.0389394045779,18.10988489,6.02660646360474,14.1766747103115,"Shrubland","Omnivore","Insessorial",3.02577639490237,3.39350117502768,-109.77,-1.737868216
"Regulidae",2.19722457733622,2.78501124223834,4.04655389838575,3.16124671203156,3.75653810258775,1.82454929205105,0,1.09861228866811,-0.98628410369469,2.11625551480255,1.86911609677006,0.57596156316373,15.6636644043231,6.455236603,6.63861205310832,19.5303322984215,"Forest","Carnivore","Insessorial",3.86660714189766,3.90821576708519,-105.16,-2.255996982
"Sittidae",3.03495298670727,2.99071973173045,4.44617445449763,3.16124671203156,3.85227300102237,3.01553490085017,0,0,0.055119299536537,2.02814824729229,2.55877649835446,0.991156495003184,16.8870915018846,0.883415896,6.40253064219604,16.6061317755642,"Forest","Carnivore","Insessorial",3.82537519870247,3.96347628701706,82.46,-2.411435612
"Polioptilidae",2.42480272571829,2.76631910922619,3.92789635458444,2.94968833505258,3.89385903480047,1.75785791755237,0.693147180559945,1.09861228866811,-1.16860566048864,1.38629436111989,1.85095694185726,0.608401417672805,15.699941300872,15.2918146,6.77691209160829,20.1117330243547,"Woodland","Carnivore","Insessorial",3.47072344431077,3.52075661671979,-96.34,-2.317370637
"Troglodytidae",2.82731362192903,3.06339092202781,4.0842942263686,2.43361335540045,3.92592591059714,2.94443897916644,0.693147180559945,0,-0.127151785660484,1.50407739677627,2.22462355152433,0.778922211797371,14.98418585776,16.02117298,7.01729980534687,17.6243055057623,"Woodland","Carnivore","Insessorial",3.4968105458651,3.53892827735043,-87.99,-1.945119722
"Certhiidae",2.92852352386054,2.70136121295141,4.12874598893943,2.87356463957978,4.04480411666196,2.10413415427021,0,0,-0.906241396021154,1.77495235091167,1.78065055897256,0.531389614092944,14.9785214611085,10.72302182,6.58123273624359,14.8103921132687,"Forest","Carnivore","Insessorial",3.25076201373052,3.80064441744476,10.55,-2.048745476
"Timaliidae",2.57261223020711,2.82137888640921,3.81990771652034,2.23001440015921,3.40784192438082,1.6094379124341,0,0,0.121544840078344,1.25276296849537,1.8425749868568,0.599275981426149,13.4049340036442,17.81806019,7.46640604200219,11.4272695325867,"Grassland","Carnivore","Insessorial",2.48740352998659,3.21326008608257,99.87,-2.16622531064172
"Buphagidae",2.98061863574394,3.01553490085017,4.77575648656363,3.38099467434464,4.58802402715312,3.92592591059714,1.09861228866811,0,0.22314355131421,1.09861228866811,2.21529074546294,1.14911011870777,14.8736654488331,22.69681011,6.46824881437433,14.8654503255427,"Woodland","Carnivore","Insessorial",3.92986292355648,0.912282710476616,36.35,-1.261991548
"Mimidae",3.69386699562498,3.5945687746427,4.62888671260541,2.2512917986065,4.89034912822175,4.43556740160191,0.693147180559945,0,0.599710355979466,1.19392246847243,2.21995237020019,1.08503694896569,12.0276646806354,14.5380508,6.3714062370357,13.7685824590747,"Shrubland","Omnivore","Generalist",2.53210825127229,3.59621576925052,-120.09,-1.8243519
"Sturnidae",3.40784192438082,3.36729582998647,4.85437127162159,3.64805745959368,4.18661983833127,4.34510328056928,1.09861228866811,0.693147180559945,0.713400686587188,1.64865862558738,3.13200989184654,1.73183144154608,16.6535470565938,6.837815302,6.3713953159274,20.9770131123423,"Human Modified","Omnivore","Insessorial",3.84245854204224,3.91840261239218,52.41,-1.676494561
"Cinclidae",3.07269331469012,3.39450839351136,4.48975933447676,3.27714473299218,3.94739014926544,4.03777421073371,1.09861228866811,0,0.371839380458504,1.30833281965018,2.3238679820052,0.923709134159103,15.4069360239319,0.452373677,6.37583107410446,12.6346388565463,"Riverine","Carnivore","Generalist",4.11480057078948,3.95795193731655,-128.75,-1.737868216
"Turdidae",2.86789890204411,3.37416870927424,4.57471097850338,3.3499040872746,4.23844490619586,3.4626060097908,0,1.09861228866811,-0.0480144651017598,1.33500106673234,2.56494935746154,0.999776005695816,15.118932001392,16.00089254,7.22365042626027,15.8751513523462,"Forest","Carnivore","Terrestrial",3.05729762921215,3.85312189750799,-95.63,-1.789681092
"Muscicapidae",3.26956893918372,3.59731226058845,4.75531284441781,2.79116510781272,4.60416968565451,4.25844557290253,0,0,-0.247652925912438,0,2.49848699554385,1.51984368180245,1.63510565918268,25.55,7.7124885559941,12.1351135565897,"Forest","Carnivore","Terrestrial",-0.23572233352107,1.44220199305819,55.75,-2.317370637
"Promeropidae",3.60549784517489,3.15700042115011,4.53903038348355,3.02042488614436,5.64897423816121,3.54673968695281,0.693147180559945,0.693147180559945,0.160416721405905,0.741937344729377,2.44793641780125,1.35336476142857,11.6486213259422,16.22339693,6.14762547096867,12.9857529637415,"Shrubland","Omnivore","Insessorial",1.33762918913861,3.50825645395556,21.38,-1.624681684
"Dicaeidae",2.2082744135228,2.46809953147162,3.91202300542815,2.91235066461494,3.21084365317094,2.06686275947298,0,0,-0.824228245120359,0.851752210736584,1.73085539078392,0.753567045885789,10.6536750566303,24.7179929,8.13971054494238,12.2358547238146,"Forest","Herbivore","Insessorial",1.3787660946991,1.62727783056243,150.92,-2.317370637
"Nectariniidae",3.00568260440716,2.63905732961526,4.01277290852829,2.86789890204411,3.55820113047182,2.07944154167984,0.693147180559945,0,-0.734969675413784,0.8754687373539,1.87379955097509,0.796506759127693,13.7278826636942,25.4289914,7.94439287992565,14.9744007416794,"Forest","Omnivore","Insessorial",2.78562833574758,1.54756250871601,137.76,-2.14772719500815
"Irenidae",3.35689712276558,3.04927304048202,4.88658264542628,3.06339092202781,4.65300751540225,4.38576962095272,0,0,0.0821205477755558,0.906240396020654,2.65477191546629,1.39056643405775,12.341919411857,25.24091075,7.87156167061849,11.6002401292969,"Forest","Herbivore","Insessorial",2.57184857992181,2.48240351956988,123.22,-2.161932007
"Peucedramidae",2.66025953726586,2.92316158071916,4.26267987704132,3.3178157727231,3.96651119071222,2.39789527279837,0,0.693147180559945,-0.208373939739088,1.28093384546206,1.99088709144663,0.792171737607129,13.4486080330278,18.36510738,6.7438312405457,13.2986031442157,"Forest","Carnivore","Insessorial",3.07869379426834,3.1684242813721,-102.36,-1.75471387
"Urocynchramidae",2.54160199346455,3.09104245335832,4.29728540621879,2.69462718077007,4.35926964755127,3.35340671782581,0.693147180559945,0,-0.134068212845039,1.09861228866811,2.30736639035265,0.847299468243054,13.3494984400278,0.088995799,6.29715463805991,12.4136070047955,"Shrubland","Herbivore","Generalist",2.31154483436552,3.52105234347043,100.08,-1.624681684
"Ploceidae",2.89037175789616,3.03495298670727,4.31214050720972,2.73436750941958,4.02535169073515,3.29953372788566,0.693147180559945,0,0.236946516972649,0.53062825106217,2.39789527279837,1.2062732666323,15.2537160840504,24.24907103,7.30029033171745,14.885045844973,"Woodland","Carnivore","Insessorial",3.24063731664971,1.23547147138531,13.19,-1.75471387
"Viduidae",2.31253542384721,2.58776403522771,4.15575319035074,3.04452243772342,3.69386699562498,2.52572864430826,1.09861228866811,0,-0.410919958791128,1.09861228866811,2.0682151463576,0.70447269660049,15.7560967843459,24.58237106,6.73833529269779,15.6388139128676,"Shrubland","Herbivore","Terrestrial",3.98266784499748,0.254642218373581,21.31,-2.939125157
"Estrildidae",2.484906649788,2.57261223020711,3.92592591059714,3.03974915897077,3.68386691229039,2.50959926237837,1.09861228866811,0,-0.261364764134408,1.6094379124341,2.30258509299405,0.762796856836733,15.5073885703369,22.58810849,7.4743924268058,16.231836304966,"Shrubland","Herbivore","Insessorial",3.63177986207336,2.95699144523756,100.4,-2.939125157
"Prunellidae",2.59525470695687,3.06339092202781,4.50645421304893,3.40784192438082,4.09100566095659,3.24649099190117,1.09861228866811,0.693147180559945,-0.213094215461208,1.6094379124341,2.37968289237093,0.888690940812571,14.2772622837122,-2.430410792,5.91272883902158,13.1353506761569,"Grassland","Omnivore","Terrestrial",3.0708397460408,3.82275453766996,86.97,-1.75471387
"Passeridae",2.60268968544438,2.88480071284671,4.31615389052317,3.30688670219091,4.04655389838575,3.27714473299218,1.09861228866811,0,0.00490793635258281,1.41098697371026,2.99071973173045,1.31542775072653,17.3537958052053,9.637963862,6.46106158667609,21.2049167981558,"Human Modified","Herbivore","Terrestrial",4.17868571065585,3.83557383326474,61.68,-2.11011913
"Motacillidae",2.77881927199042,3.15273602236366,4.46590811865458,3.44680789291421,4.4636066216663,3.17387845893747,1.09861228866811,1.09861228866811,-0.475458479928699,1.70474809223843,2.61739583283408,1.03148213909415,17.4915254077623,5.686630359,6.26899596124989,19.6843962763996,"Human Modified","Carnivore","Terrestrial",3.97123486505999,3.96764690917614,81.67,-1.417430178
"Fringillidae",2.94443897916644,2.8094026953625,4.56434819146784,3.62700405039585,4.04830062372069,3.6454498961866,0,0.693147180559945,0.386024015450461,1.22377543162212,2.77881927199042,1.15115752483274,16.9366118941517,2.810586015,6.48389346838019,17.3135698845173,"Forest","Herbivore","Insessorial",4.06319783322526,3.95852483907957,24.37,-2.152371229
