"","mean.beak.size.pc1","mean.Tarsus.Length","mean.Wing.Length","mean.Hand.Wing.Index","mean.Tail.Length","mean.Mass","mean.Habitat.Density","mean.Migration","mean.Brain.Mass..g.","mean.clutch.size","mean.Maximum.longevity","mean.GenLength","mean.Range.Size","mean.Annualtemp","mean.AnnualPrecipitation","mean.Abundance.estimate.1.1.matched","mode.Habitat","mode.Trophic.Level","mode.Primary.Lifestyle","mean.Latitude.span","mean.Centroid.Latitude","mean.Centroid.Longitude","mean.devmode"
"Struthionidae",4.49814161322957,6.16110183089905,6.30032697382473,-2.30258509299405,5.70528135077994,11.6172854802945,1.09861228866811,0,3.73574135347038,2.21920348405499,3.91202300542815,2.67612164386129,15.3918399586661,24.91945337,5.92893169460503,13.7505997008516,"Shrubland","Herbivore","Terrestrial",3.53529111614285,1.39624469197306,31.26,2.301570989
"Casuariidae",4.4664826662142,5.7312355014375,5.42340697738686,-2.30258509299405,5.87549237085556,10.5914161398946,0.405465108108164,0,3.42402679616185,1.7227665977411,3.42255155795142,2.39907185217549,14.0764932438761,23.67518898,7.77055880803168,13.2059689612591,"Forest","Herbivore","Terrestrial",2.73809432245059,2.38093405940502,139.525,2.332707179
"Apterygidae",4.86506987742742,4.24706564923976,-2.30258509299405,-2.30258509299405,-2.30258509299405,7.58334930029449,0.182321556793955,0,2.30799708869027,0.425921116675547,3.28658452330445,2.22454851270899,9.35075583988744,10.76309572,7.83903429798827,6.37910507030359,"Forest","Carnivore","Terrestrial",1.24990173621434,3.72660867092394,172.034,2.332707179
"Rheidae",4.35863005686749,5.70578047731887,6.4212156810963,-2.30258509299405,4.09767235231478,10.0626257738744,1.09861228866811,0,2.96423335049459,2.99322914333587,3.68271025970602,2.33274060939929,15.1535163769564,15.44591792,6.56578533236987,13.8797826373594,"Grassland","Omnivore","Terrestrial",3.60888882841744,3.38167471517329,-61.045,2.332707179
"Tinamidae",3.41016415208061,3.84242204630767,5.13970818050339,3.15980318972218,4.06746160935356,6.27770275856898,0.440311839205456,0,0.897241101140891,1.57833416738277,2.68916823550695,1.58817606769381,14.4633737504543,20.80115528,7.40864231761998,13.2559817329725,"Forest","Herbivore","Terrestrial",2.94183761439124,2.4401614853154,-64.87148936,2.33160305878723
"Anhimidae",3.84088497766639,4.78526704748154,6.25568606024402,3.53611669946444,5.38342415333166,8.12243060644121,1.09861228866811,0,2.17157851035263,1.37792611153341,3.18856201341092,2.02315873548654,15.4182641123711,24.60861967,7.38315173078553,14.1643872071891,"Wetland","Herbivore","Terrestrial",3.17847041035811,2.03296120784094,-63.79666667,1.438408071
"Anseranatidae",4.4496852831477,4.46590811865458,6.00536745227697,3.55248682920838,4.99788772127375,7.78047022813942,1.09861228866811,0.693147180559945,2.21011886532145,2.12823170584927,3.21084365317094,2.0973131374744,12.3165106389532,24.76873692,6.97288822934914,16.4777900118662,"Wetland","Herbivore","Terrestrial",3.34215484102837,3.02188723103084,137.43,1.428029341
"Anatidae",3.8905555092145,3.82946854387358,5.57558002216552,3.81840687371375,4.51797345458503,7.28818618948308,1.09861228866811,0.743472264232737,1.84754492853415,2.03868945526283,2.98870066614545,1.65781415628367,15.663498143625,11.10719062,6.76507777856523,16.5355196443603,"Wetland","Herbivore","Aquatic",3.46084446582862,2.67583305346948,12.17607843,2.31465530407051
"Megapodiidae",3.37479118056727,4.24335216895034,5.46769567134856,3.17178421733435,4.61255196449755,6.89229086442869,0.342944751062314,0,1.46806787777134,2.18380155700408,2.65194981253255,1.74818481739826,12.1743259910845,24.57891602,7.78084305785264,12.4536072490432,"Forest","Herbivore","Terrestrial",2.14546333722183,1.7302386125798,119.677,2.332707179
"Cracidae",3.65968379337853,4.34265307959087,5.69371308003522,2.46569818529214,5.66299978769673,7.31412815094799,0,0,1.75072018912383,0.8690378471849,2.94631437477541,1.87178402827537,13.742733892198,23.15843966,7.5263031874126,12.9715818105369,"Forest","Herbivore","Insessorial",2.5088319793115,0.255080911281061,-68.89471698,1.5278379818
"Numididae",3.44148590046954,4.33401741548752,5.51423487277051,2.93562834930729,5.03651960803574,6.93391023645899,0.287682072201781,0,1.52227961556136,2.27006190128849,2.55789377992578,1.33471241165442,14.9917072459096,24.5238568,7.22367118964768,15.4332550748355,"Forest","Herbivore","Terrestrial",3.13831631700978,-0.383214498684347,19.55166667,1.294834166
"Odontophoridae",2.88106936504694,3.62708464023351,4.85689530414659,3.05542954928263,4.20870986734475,5.58685134877162,0.353640040073366,0,0.388119992215681,2.00012773496011,2.55735534270615,1.36334241714276,13.6412930819403,20.33371565,7.43266297056476,13.6595016932303,"Forest","Herbivore","Terrestrial",2.43100579199337,2.52059046645213,-79.915,2.30640426405882
"Phasianidae",3.33123551799674,3.95925694177917,5.24694675706649,3.22805391583871,5.02691634818734,6.69966557380049,0.619908018112515,0.0447001791911309,1.27592440720713,1.80774217378934,2.70826865457285,1.47485249961111,14.4551706279017,16.35456769,7.19273535708274,14.4109398230994,"Forest","Herbivore","Terrestrial",2.75703626455831,2.89453134867982,64.20868571,2.29406551614689
"Phoenicopteridae",4.69409639518249,5.48486608753099,5.97664697384214,3.78229389882926,4.98246441690099,7.93380882205587,1.09861228866811,0.154150680112973,2.23011475351074,0,3.5934322163676,2.51350288130177,14.2554673830774,15.89674533,6.37258887491304,17.1262902586741,"Wetland","Carnivore","Terrestrial",3.71641355438833,2.46257582930299,-36.85333333,0.324086148
"Podicipedidae",3.64283551561253,3.84058353445601,4.90222920984345,3.60406661547585,3.44630491708001,6.30659217870332,1.09861228866811,0.552068582148525,1.03620611858656,1.24369946244824,2.72066155792018,1.58473465239704,15.952132285254,11.7791005,6.66926707459723,15.9603818518376,"Wetland","Carnivore","Aquatic",3.83275192970342,0.0371943701601787,-6.065789474,1.43294558147368
"Mesitornithidae",3.37872452569646,3.59089904584564,4.75215237604897,2.24777685653426,4.70561865758637,4.88254936569656,0,0,0.728514324397237,0.405465108108164,2.56227163556207,1.59010988716456,10.2980940295213,23.45440723,7.11466954418922,10.8793984804541,"Woodland","Carnivore","Terrestrial",1.95444505150515,2.97161033126285,46.21,0.729312282333333
"Pteroclidae",2.90073454493171,3.19994781498268,5.25895914394076,3.99348777841042,4.57741350894305,5.4983202254206,1.09861228866811,0.485507815781701,0.410235931610189,1.05169536888036,2.77872714041724,1.3392001063079,15.1026792082404,19.82066654,6.09725789845393,14.9131103759235,"Grassland","Herbivore","Terrestrial",3.10688224790728,2.4074517367172,41.014375,2.33140983775
"Columbidae",3.10000308670164,3.30274365211197,5.12583830211962,3.43923265848899,4.71242198094918,5.52397656297205,0.631903555419227,0.0853598490511568,0.599658475812264,0.413650692613082,2.67288977668899,1.49910499217067,14.4780971511585,22.54409405,7.57652682603353,15.770368243163,"Forest","Herbivore","Insessorial",2.8473674696101,-1.14398431577977,56.27016892,-1.56347846658824
"Musophagidae",3.30784181222844,3.69936773752191,5.27170552217251,2.47799878701476,5.34547058069316,5.72683358527193,0.448024722332516,0,1.33944572013646,0.744099507949855,2.65242036873904,1.63783716926457,14.2381439284351,22.56525599,7.06382761980705,13.8069480037036,"Forest","Herbivore","Insessorial",2.76864072181956,0.719958437968274,24.68913043,-0.604991170173913
"Otididae",3.97485333762886,4.73494935544471,5.94911895656705,3.68096359067277,5.22618082246774,7.8511686889322,1.09861228866811,0.0741079722251505,2.08829907267439,0.637634470629686,3.1136663844646,2.1637310657342,14.7954258042741,21.45482459,6.26267561011264,13.1742989704739,"Grassland","Omnivore","Terrestrial",3.09906959019927,1.16266992482403,39.32846154,1.438408071
"Cuculidae",3.46984167133486,3.54275106573513,5.06897207035739,3.11750414587989,5.24901942958382,4.99077511110378,0.373793764221008,0.275012220022205,0.733853968284152,0.973987721011943,2.33664845871046,1.33173074637509,15.0863633328132,23.59401721,7.52535358524883,14.3696475222322,"Forest","Carnivore","Insessorial",3.20766697132347,0.0294863462186119,51.40186567,-1.82861024097887
"Opisthocomidae",3.48431228837266,3.93769075217672,5.77455154554441,2.69462718077007,5.67229180756483,6.54534966033442,0.693147180559945,0,1.39377630146765,1.09861228866811,2.59297049340991,1.82972516151816,15.8383657083445,25.77668794,7.7059312732429,15.1007365677848,"Riverine","Herbivore","Insessorial",3.35759374418002,1.2947271675944,-61.99,-0.921311393
"Heliornithidae",3.76738251567892,3.60277675506052,5.24209968672611,3.53999267350293,4.65396035015752,6.02506049661708,0.693147180559945,0,0.336472236621213,1.34373474661414,2.68407878820148,1.62321233084804,15.7358206218362,25.10903175,7.53188051031095,13.4085828807732,"Wetland","Carnivore","Aquatic",3.66407433519496,1.56234630490025,17.54,1.428029341
"Rallidae",3.55567059004292,3.83399171428274,4.90186994411867,3.09954724081697,3.96988099536322,5.7339413683279,0.573345980529143,0.297712247147048,0.958278126923337,1.66750819102122,2.50147354693414,1.32173303465561,15.1384647012943,20.16461073,7.41271525582736,14.8789308623618,"Wetland","Carnivore","Terrestrial",3.33647817575763,0.301127856884817,28.65414634,1.22434836129167
"Psophiidae",3.69220724412355,4.80838310154139,5.62798076123992,1.98787434815435,4.75042426501933,7.03661745413202,0,0,1.72816272669998,1.09861228866811,2.99244019259707,1.91047688392006,14.6332493100742,25.778962,7.74226869956071,12.7580085421642,"Forest","Herbivore","Terrestrial",2.69732623773923,1.0952733874026,-59.395,1.438408071
"Aramidae",4.87060664949255,4.43793426661218,5.48562646485303,2.40694510831829,5.41964965171556,6.98471632011827,1.09861228866811,0,1.92546251378621,1.7404661748405,2.6610408326744,1.3482412089819,16.3154741443382,23.92035414,7.37810745185449,15.663357942327,"Wetland","Carnivore","Terrestrial",4.25646341169854,2.35042242240821,-58.48,1.438408071
"Gruidae",4.85587702205556,5.52204741264056,6.32545752236334,3.71714291946781,5.36319957877331,8.57334791660699,1.09861228866811,0.847297860244347,2.84203082614007,0.735567896603642,3.4825169498023,2.52617779622443,15.0557645920846,9.722111022,6.46140279546643,15.9796522599122,"Wetland","Omnivore","Terrestrial",3.27472671760821,3.33303749636015,59.494,1.434256579
"Burhinidae",3.96060150700816,4.52383961234607,5.47250407332241,3.77327166328451,4.76719454885795,6.36856828387798,1.09861228866811,0.510825623965991,1.5147093434614,0.575364145028562,3.01919919724574,2.06708226829054,15.4678398535842,22.90058889,6.87706280862366,14.5248231833038,"Grassland","Carnivore","Terrestrial",3.60564880008497,0.79198647932816,35.70555556,1.43148891766667
"Chionidae",3.32623434306894,3.61720441731752,5.31304176211065,3.7526364198385,4.48938515303181,6.035321930092,1.09861228866811,0.847297860244347,1.34723123554903,0.803495237579557,3.0488939909267,2.00744018660709,10.8080180025836,6.547020876,6.46291779811295,14.8833311096391,"Marine","Omnivore","Terrestrial",2.20092143884854,4.00033908653775,-20.35,1.438408071
"Charadriidae",3.22897392064518,3.77471476674841,5.04566622440596,3.87616380024693,4.1952024188079,4.7591588058272,1.09861228866811,0.638658995307876,0.397167143026452,1.12251780946917,2.72950167940724,1.47741625296018,15.3410860141316,16.32317778,6.77558953309462,16.1359873418132,"Grassland","Carnivore","Terrestrial",3.51385276326775,2.07010967342424,33.38153846,2.33111045130769
"Recurvirostridae",4.37611634615211,4.51774313821933,5.4088999378581,3.88948521249045,4.39409635874357,5.59433956327482,1.09861228866811,0.6190392083293,0.662799307083562,1.30058084272913,2.90454306392605,1.67056198315222,16.2217507016372,13.79373842,6.43781389403919,16.1565648000273,"Wetland","Carnivore","Terrestrial",3.7268287547975,1.76473079684014,50.81714286,2.33040079455556
"Haematopodidae",4.40834394295067,3.92378687241428,5.55228106020213,3.83909382533368,4.63391959959796,6.40606832557392,1.09861228866811,0.080042707365844,1.56815646050445,0.87924946015607,3.34539370692512,2.45604583858569,14.270822579622,12.43965564,6.86166278233845,15.6506088650835,"Coastal","Carnivore","Terrestrial",3.38093798352005,2.64552446752578,22.73166667,1.41010244345455
"Scolopacidae",4.06855702803629,3.60886650778919,5.00797241110163,3.84129393383196,4.08874282105907,5.07912205441944,1.09861228866811,0.957200634466382,0.475736090995981,1.28093384546206,2.80687620768344,1.52598485529051,15.2246786514412,9.420740409,6.92308742265804,16.8738437617383,"Wetland","Carnivore","Terrestrial",3.01892240285949,3.80283790134712,8.925111111,2.14390788025843
"Pedionomidae",2.78501124223834,3.19458313229916,4.48863636973214,3.42100000895834,3.28840188751681,4.13516655674236,1.09861228866811,0,-0.225997620297116,1.30833281965018,2.41139011552092,1.10655033848538,10.3929466287199,20.258125,5.72872634901102,4.87519732320115,"Grassland","Omnivore","Terrestrial",2.58173083442354,3.3813347525659,142.77,2.332707179
"Thinocoridae",2.87073578337931,3.13004461116159,5.02091560350381,3.8649313978943,4.14828019588774,5.32191181540167,1.09861228866811,0,-0.0274123076103374,1.38629436111989,2.6727275732794,1.32755796067841,13.7154338003059,8.440628442,6.10317609676103,13.8855381273001,"Grassland","Herbivore","Terrestrial",3.75191293699941,3.54789176081296,-70.2975,2.332707179
"Jacanidae",3.44680789291421,4.04392807630808,4.96781477607986,3.40618492317319,3.8264651170665,4.90841798154396,1.09861228866811,0.405465108108164,0.327640494200383,1.31170550412882,2.43665654038774,1.3349572570885,15.5758866641132,24.10460939,7.24268378537904,15.594313895317,"Wetland","Carnivore","Terrestrial",3.62494075304833,-0.209179010963837,33.14625,2.327517814
"Rostratulidae",3.86283276123737,3.67122451887522,4.81353845199078,3.45104518728401,3.82501162836579,4.66532410880784,0,0.693147180559945,0.386024015450461,1.04731899428056,2.55191025744543,1.43829081654426,16.0799126337723,18.98631557,6.75449785037053,14.5125443423849,"Wetland","Omnivore","Terrestrial",3.70622809237484,2.94811641961233,45.94,2.03460747633333
"Turnicidae",2.59758408140868,3.03435184451905,4.40090972167538,3.43318042751521,3.46729718336668,4.06752990802655,0.916290731874155,0.0606246218164348,-0.206181088272778,1.23422484757962,2.33064454653116,1.05015295796725,15.0808503501789,22.70274153,7.11384672929619,13.0115256670416,"Grassland","Omnivore","Terrestrial",3.18784944626308,1.81401007816287,105.010625,1.438408071
"Dromadidae",4.13836144763888,4.50424426739813,5.33993904123886,3.98341300151482,4.20020495292158,5.78382518232974,1.09861228866811,0,1.3609765531356,0,2.87204011876621,1.97426610611585,12.6729014904773,25.60820059,6.56600504104482,15.8814688579041,"Coastal","Carnivore","Terrestrial",2.96681826338935,3.12632184325759,49.42,-0.578863373
"Glareolidae",2.99455511046932,3.76393235785772,5.06834910919089,3.91202300542815,4.16429122701468,4.54785258987932,1.09861228866811,0.600773860557962,0.224780610601146,0.768370601797533,2.47037839813565,1.36933306490176,15.1558060204061,22.5188994,6.67892258539387,15.3217567272524,"Grassland","Carnivore","Terrestrial",3.46435627498828,1.89443992608449,51.68294118,1.41948215141176
"Stercorariidae",3.86732445907234,4.01354760186596,5.88824459602846,3.99004168817526,5.10265000677844,6.92584776148059,1.09861228866811,1.09861228866811,1.56305255439913,0.685978691225218,3.36224423212387,2.52211199129604,16.5152917125424,-1.649181153,6.79759200507813,17.6411383840776,"Marine","Carnivore","Aerial",3.83322713914139,2.70776444627819,-2.724285714,1.1838456515
"Alcidae",3.50280084834189,3.26893502461411,5.00896723699556,3.89020334522008,3.77896768986096,5.94131095380382,1.09861228866811,1.09861228866811,1.41943523884816,0.262364264467491,2.96363023230502,2.12498213372804,13.7434679640478,3.310811717,6.91296644623335,16.3450154536519,"Marine","Carnivore","Aquatic",3.20641517887286,3.97560012700673,-13.08625,-0.199318733782609
"Laridae",3.9159949049813,3.62719208351439,5.72705830033798,4.10564411744607,4.86498263503462,6.00812796817958,1.09861228866811,0.775518178123305,1.3329172705574,0.798351434009469,3.19581634453109,2.14703964252629,15.3431174849255,13.68975679,6.81727991615143,18.0216259919877,"Coastal","Carnivore","Aerial",3.56299513285169,2.85319249671667,10.375,0.71166816693
"Caprimulgidae",2.86664937056834,2.82425282708738,5.10444584881262,3.83879038969971,4.87085943195755,4.12642516522106,0.665290226028731,0.366850271854401,0.0498616984429027,0.457616619788547,2.36278350917423,1.26638065576058,14.8210638227076,22.38914376,7.30573874796195,13.8603971636293,"Forest","Carnivore","Aerial",3.14820947611323,1.0555782535557,-0.553295455,0.958789550747253
"Steatornithidae",3.5918177412708,2.94968833505258,5.7310733348921,3.65325227647079,5.29931686688112,6.01126717440416,0,0,1.26604578852371,1.02961941718116,2.65463140944489,1.6126174985883,13.8711513174158,21.27027906,7.71299828340192,14.3337827868169,"Forest","Herbivore","Insessorial",3.3724549127965,-0.139262067333508,-70.07,-0.578863373
"Nyctibiidae",3.3362778354104,2.49909128466259,5.58783703545978,3.79130710159041,5.29129275161107,5.51221833649531,0,0,0.718463988543735,0,2.56430638772387,1.6226914746757,15.4399006572259,23.71537958,7.58411777097415,13.0721050358998,"Forest","Carnivore","Insessorial",3.43366457179966,0.527261244345632,-67.62285714,-0.578863373
"Podargidae",3.36570305011685,2.95170000348387,5.17562808410955,3.17355655315646,4.98387002194695,4.94542646266204,0.268263986829973,0,1.61640558174969,0.287682072201781,2.49898683625028,1.52830831038815,13.9330419326234,24.5706613,7.87162432026437,12.2829262734903,"Forest","Carnivore","Insessorial",2.7832092080063,-0.579818495252942,119.2541667,-1.38714424866667
"Aegothelidae",2.8246203800637,3.05400118167797,4.91292222940831,3.38377374045323,4.76108554185829,4.05257514942479,0.0870113770729632,0,0.386024015450461,1.25276296849537,2.27522934212179,1.2153245930741,13.7198867517743,22.33836473,7.92933102130367,12.1986494471412,"Forest","Carnivore","Insessorial",2.15460054901681,2.14254674442751,141.6433333,-3.250002417
"Apodidae",2.10880418851912,2.44252268950633,4.92185927595195,4.21769382108257,4.00727808735097,3.45238966098119,0.0200006665086497,0.402022764034433,-0.418647616825002,0.84050794384513,2.31133379723254,1.14844815732654,14.7380383087358,22.55836242,7.53560852194933,15.5249363765618,"Forest","Carnivore","Aerial",3.0927491303381,1.53874434744458,24.90115789,-2.82443257542718
"Trochilidae",3.15586629316364,1.63870772243597,4.03292814641536,4.14987218280053,3.69037758735172,1.62532297884458,0.421213465201304,0.0717667984583193,-1.49775831380196,0.693147180559945,2.01904886437626,0.710507026202764,13.6229027486422,20.13577771,7.4822941238568,13.8346614886386,"Forest","Herbivore","Aerial",2.57176318101187,0.643664934181861,-74.34670695,-2.16462637047605
"Phaethontidae",4.15836211439766,3.26065735901103,5.7138428103497,4.23700086262362,4.63213663389344,6.36870163375959,1.09861228866811,1.09861228866811,1.38413202495521,0,3.21790549945473,2.30383787992869,11.5140716078974,25.24729305,7.35023782095926,17.8577789522403,"Marine","Carnivore","Aerial",4.13056933899149,1.54329810992956,60.34666667,-0.803385839
"Eurypygidae",4.13836144763888,3.89182029811063,5.37759054744254,2.77258872223978,4.95793750509581,5.34710753071747,0.693147180559945,0,0.943625704014182,0.693147180559945,2.70805020110221,1.62610903423004,15.9465013647059,25.66826116,7.71831311654081,14.2005014933401,"Wetland","Carnivore","Terrestrial",3.58712354515955,1.35066718347674,-62.85,-0.578863373
"Rhynochetidae",4.2076732475291,4.60517018598809,5.57708482161024,2.63905732961526,5.21221466749463,6.75693238924755,0,0,1.93747467023421,0,3.2188758248682,2.02878714854614,7.20173001105694,20.50194805,7.50712681603445,10.727948042592,"Forest","Carnivore","Terrestrial",0.285178942233661,3.07176695982999,165.9,1.38651442
"Gaviidae",4.40133894570625,4.33702926874315,5.76142225410262,3.89832967829614,3.94661765019264,8.06396329326287,1.09861228866811,1.09861228866811,2.06699102124708,0.672944473242426,3.3287665306619,2.28360318560513,16.2033475995612,-7.525005147,6.04940325496713,16.2574446211157,"Wetland","Carnivore","Aquatic",3.45663208855026,4.15975770077033,-11.812,1.4134991186
"Spheniscidae",4.16210055798244,3.51135885426102,4.74623562626669,1.62186043243266,4.32636526147391,8.73149274965988,1.09861228866811,0.661398482245365,2.97946243460601,0.62057648772511,3.23839259287914,2.38811438273476,11.9313972325577,11.44195622,7.13636187823877,15.7775678470101,"Marine","Carnivore","Aquatic",2.74548360386487,3.82214518651641,24.83642857,-0.561311760944444
"Diomedeidae",4.8404855133734,4.47654979156145,6.27445775932809,4.14593909333331,5.27768285479191,8.27858842133434,1.09861228866811,0.802346472628386,3.0328478879254,0,3.85001164055287,3.08574252670785,17.7971097384048,10.02857085,7.03020912362916,15.2289307791692,"Marine","Carnivore","Aquatic",4.13748386969752,2.70604819843154,-19.54375,-0.578863373
"Oceanitidae",2.9041650800285,3.599706652018,5.03987041936459,4.04305126783455,4.31848761386939,3.74832691275736,1.09861228866811,0.965080896043587,-0.109658628212966,0,2.68506285906119,1.73340826347106,17.2250512855813,18.54722153,7.24693612614644,15.5951136241253,"Marine","Carnivore","Aerial",3.7121381122536,3.45769585556742,-10.45375,-0.8897406335
"Hydrobatidae",2.83790818836042,3.17276207576255,5.03022003295059,4.05906274807746,4.34907290957381,3.8090300553183,1.09861228866811,1.07613943270241,-0.553420021398411,0,3.20323662196794,2.31100677387876,16.9716921150005,17.90606056,6.92847062981551,16.1188232042272,"Marine","Carnivore","Aerial",3.80145849620956,2.90055779859135,-35.78142857,-1.34125284378571
"Procellariidae",3.59384899698358,3.68503277938808,5.54737461954661,4.06904710411622,4.60650263088898,6.15967661489597,1.09861228866811,0.789539026062038,1.66142898005128,0,3.26061862910503,2.51469384746636,17.6477883025272,16.57585771,7.30322153071979,15.2876189083662,"Marine","Carnivore","Generalist",4.09487322895322,2.79657346605748,-10.52432099,-0.59119977222619
"Ciconiidae",5.4243470070728,5.40769087213006,6.27895581179462,3.7057106949852,5.39238275282736,8.20769594143096,1.06289420602967,0.581921545332074,2.83075784295591,1.15792886571982,3.38985357326998,2.29960181614553,15.8218836034903,22.90938792,7.16412668362158,15.6213903903067,"Wetland","Carnivore","Terrestrial",3.81112037484135,2.22416825589301,46.79105263,-0.578863373
"Threskiornithidae",5.00317617121279,4.46719194603451,5.84946038689015,3.55307657619034,4.97215940157521,7.16863654357948,0.973449145891881,0.44393138867181,2.16246270879754,1.0271533245872,3.14693315972892,2.05712656197264,15.2447335838955,21.53999157,7.113493627536,15.5986460224663,"Wetland","Carnivore","Terrestrial",3.50054574278375,0.850653568410055,25.245,-1.11000646891176
"Ardeidae",4.48984984126754,4.51107217445087,5.62715105646846,3.42651922193832,4.62824071297695,6.53507036831193,0.863298201760856,0.526825965055289,1.6082729275026,1.31917942440554,2.87758452921198,1.65357314127864,16.2756297061392,20.96913864,7.22403380168562,16.1949320019135,"Wetland","Carnivore","Terrestrial",3.95875267642927,1.74608139293576,26.89677419,-0.468402235080645
"Balaenicipitidae",5.31172705345795,5.49634821704717,6.46489978165541,3.60277675506052,5.64297033525944,8.68963274835574,1.09861228866811,0,3.14353484672107,0.53062825106217,3.57934356704563,2.39612179201968,14.0639156448795,23.70275314,6.9387892547559,11.9240412445872,"Wetland","Carnivore","Terrestrial",3.13244609686981,-0.0408219945202552,31.36,-1.158800364
"Pelecanidae",5.89729122084072,4.64882815532755,6.38673200211469,3.8030448428584,5.0782160579172,8.68342982667405,1.09861228866811,0.318453731118535,3.18862838877278,0.810930216216329,3.72974659073527,2.53046905319499,15.0833237194243,19.41388533,6.78774804322557,16.3707243707352,"Wetland","Carnivore","Aquatic",3.77626055441415,2.6903104446242,11.9775,-1.15006481775
"Scopidae",4.43675153436313,4.18357569595004,5.6808549700125,3.58629286533884,5.03760174232607,6.15697898558556,1.09861228866811,0.693147180559945,1.48228612677362,1.45861502269952,2.6586990069849,1.50133366306798,16.805291831893,23.66847368,6.86229648495711,15.8182206121585,"Wetland","Carnivore","Terrestrial",4.02051860158145,1.05779029414785,23.04,-0.578863373
"Fregatidae",4.7042912768559,3.1561489949599,6.36647044773144,4.1560666208501,5.94022388291439,7.19482716530822,1.09861228866811,1.09861228866811,2.2411450554478,0,3.40642602876494,2.59474976083631,16.7851416685865,25.91209101,7.4482646494168,17.0512940885898,"Marine","Carnivore","Aerial",3.64769280978369,1.99033706659702,-6.742,-1.695616117
"Sulidae",4.5681949498632,3.91202300542815,6.0412542116105,4.09484443726375,5.25227342804663,7.51095039934242,1.09861228866811,0.693147180559945,2.41500026563967,0.350656871613169,3.29963953372713,2.40436640252884,17.2310743254716,21.57091986,7.2473660815769,17.9474118118029,"Marine","Carnivore","Aerial",3.69279677139798,1.34077384581808,-5.186,-1.5169850016
"Anhingidae",4.46475803227135,3.79773385902602,5.8428920303604,3.61091791264422,5.48759384835067,7.25758434326861,1.09861228866811,0.22314355131421,1.53946170048349,1.37371557891303,2.87383126843793,1.89940040125886,16.2705833133097,23.85869144,7.16553061965691,15.2205612271204,"Wetland","Carnivore","Aquatic",4.00113218049992,1.32906241516476,47.0575,-1.397511157
"Phalacrocoracidae",4.10501887004959,4.03216375336197,5.55272915372323,3.56374131084744,4.84843875262588,7.38768998703929,1.09861228866811,0.312374685286055,2.14964321560398,1.17299800012965,2.98586383529753,1.96179414016848,14.9435084296652,14.90886082,6.82630064440877,15.9617537653589,"Marine","Carnivore","Aquatic",3.48208588539549,1.29247414212248,20.20964286,-2.00474670378788
"Tytonidae",3.58205588037507,4.11835230196661,5.57972982598622,3.49794193892177,4.75513165244416,6.16941251870614,0.639079959234114,0.100083458652221,2.16407492682004,1.30833281965018,3.08134910565942,1.46649597439803,15.4938616055065,22.70926372,7.57867339800387,12.0359365436,"Forest","Carnivore","Generalist",3.24394560195237,1.28444618856808,88.21733333,-2.18506254933333
"Strigidae",3.27917610270258,3.60920800726457,5.33102528714616,3.30375020500571,4.71728607097144,5.88102639510153,0.332021190395838,0.153410213463979,1.95319420578435,1.13355034013669,2.71795205025211,1.46312308979941,14.9058508760244,20.68032867,7.4649869219584,13.4419525428006,"Forest","Carnivore","Insessorial",2.97289466476721,1.82439149556958,32.03059783,-1.32798840605759
"Cathartidae",4.2104330412985,4.40915530206213,6.34651316930213,3.39546670700106,5.58863881004361,8.32175860477867,1.09861228866811,0.356674944238732,3.0244775410824,0.336472236621213,3.53258015198344,2.58113040003852,16.2603173205054,19.29410254,7.25027286701684,16.906860905282,"Human Modified","Scavenger","Terrestrial",4.08359653236333,0.608988872785822,-73.09285714,-0.578863373
"Sagittariidae",4.0842942263686,5.59805152002396,6.42243494562451,3.70376806660769,6.31318566178319,8.29829063435928,1.09861228866811,0.693147180559945,2.7434173449395,0.693147180559945,3.04809673706,2.246430512627,16.4562518203971,23.29900576,6.61947335051937,13.2993071665589,"Grassland","Carnivore","Terrestrial",3.96461545554732,1.38128181929635,23.61,-0.578863373
"Pandionidae",3.85014760171006,3.90801498403061,6.14932263172356,3.80443779474821,5.30479633264575,7.30195719481159,1.09861228866811,1.09861228866811,2.27394690685542,1.02961941718116,3.46573590279973,2.29272435381242,17.2590772168072,12.19410208,6.75342376167143,14.7927706992676,"Marine","Carnivore","Aerial",4.68665800283436,3.89548703678805,25.45,-0.578863373
"Accipitridae",3.66979219588028,4.27801359035199,5.90079307093804,3.55413303793287,5.37879075069791,7.1447241521797,0.583146285531663,0.391478866358777,2.29346654299425,0.76642147194126,2.98243850061229,2.0020469120528,15.5489346848083,20.5257357,7.28243941994272,14.7607054331774,"Forest","Carnivore","Insessorial",3.50736900878012,1.67689853719036,36.48949153,-0.570499440561983
"Coliidae",2.66722820658195,3.03974915897077,4.51706730446952,3.34050331287184,5.35964762169964,3.85404072281915,0.693147180559945,0,0.103025792311106,1.04731899428056,2.41058829088915,1.0840332723895,15.0060405080452,22.53882865,6.50963545639253,15.2673210871692,"Shrubland","Herbivore","Insessorial",3.2102386313515,2.18736127976999,26.245,-1.56361672966667
"Leptosomidae",3.8458832029236,3.38777436133001,5.51504035005932,3.30688670219091,5.2559316500516,5.54126354515843,0,0,0.952760442773623,1.50407739677627,2.52885673472806,1.42151859658024,13.2927425739046,22.87796057,7.23121582379145,13.2224729308589,"Forest","Carnivore","Insessorial",2.65675690671466,2.96320908184843,46.69,-2.997647279
